"time","GIMV","GIMV( volume )"
"2007-09-13 02:00","47.81","13357"
"2007-09-14 02:00","47.6","17963"
"2007-09-17 02:00","47","37178"
"2007-09-18 02:00","47.75","16849"
"2007-09-19 02:00","49.31","36357"
"2007-09-20 02:00","49","17473"
"2007-09-21 02:00","48.61","36639"
"2007-09-24 02:00","48.75","21860"
"2007-09-25 02:00","48.7","11598"
"2007-09-26 02:00","48.61","9879"
"2007-09-27 02:00","48.5","27936"
"2007-09-28 02:00","48.01","23571"
"2007-10-01 02:00","47.53","36055"
"2007-10-02 02:00","47.34","57705"
"2007-10-03 02:00","47.5","45874"
"2007-10-04 02:00","47.89","17668"
"2007-10-05 02:00","48.2","24535"
"2007-10-08 02:00","48","24511"
"2007-10-09 02:00","48.5","33691"
"2007-10-10 02:00","48.3","31783"
"2007-10-11 02:00","48.77","36617"
"2007-10-12 02:00","48.15","28686"
"2007-10-15 02:00","46.92","88504"
"2007-10-16 02:00","47.45","66295"
"2007-10-17 02:00","48.15","45426"
"2007-10-18 02:00","47.6","48947"
"2007-10-19 02:00","47.5","48379"
"2007-10-22 02:00","47","59210"
"2007-10-23 02:00","47.45","32059"
"2007-10-24 02:00","47.06","32088"
"2007-10-25 02:00","47.75","37013"
"2007-10-26 02:00","47.14","49702"
"2007-10-29 01:00","47.88","42977"
"2007-10-30 01:00","47.69","28158"
"2007-10-31 01:00","47.88","23608"
"2007-11-01 01:00","47.37","18525"
"2007-11-02 01:00","47.1","31882"
"2007-11-05 01:00","46.75","16392"
"2007-11-06 01:00","46.82","21585"
"2007-11-07 01:00","46.91","27508"
"2007-11-08 01:00","46.65","33191"
"2007-11-09 01:00","46.56","25861"
"2007-11-12 01:00","46.54","34854"
"2007-11-13 01:00","46.74","22400"
"2007-11-14 01:00","47.48","59936"
"2007-11-15 01:00","47.03","47109"
"2007-11-16 01:00","46.6","33718"
"2007-11-19 01:00","46.35","40201"
"2007-11-20 01:00","46.3","91439"
"2007-11-21 01:00","45","49108"
"2007-11-22 01:00","46.21","95502"
"2007-11-23 01:00","48.3","65227"
"2007-11-26 01:00","48.66","57278"
"2007-11-27 01:00","49.1","51316"
"2007-11-28 01:00","50.5","51157"
"2007-11-29 01:00","49.81","63095"
"2007-11-30 01:00","49.89","69760"
"2007-12-03 01:00","50.47","49213"
"2007-12-04 01:00","49.85","44051"
"2007-12-05 01:00","49.79","69428"
"2007-12-06 01:00","47.61","54943"
"2007-12-07 01:00","48.5","34799"
"2007-12-10 01:00","49","24814"
"2007-12-11 01:00","48.3","27208"
"2007-12-12 01:00","48","26045"
"2007-12-13 01:00","46.79","35779"
"2007-12-14 01:00","46.6","41335"
"2007-12-17 01:00","46.67","33562"
"2007-12-18 01:00","46.3","27630"
"2007-12-19 01:00","46.56","34234"
"2007-12-20 01:00","46.28","17395"
"2007-12-21 01:00","46.31","19346"
"2007-12-24 01:00","46.65","4536"
"2007-12-27 01:00","47","19072"
"2007-12-28 01:00","46.4","17118"
"2007-12-31 01:00","46.85","3945"
"2008-01-02 01:00","46.5","19938"
"2008-01-03 01:00","46.4","25004"
"2008-01-04 01:00","45.97","39791"
"2008-01-07 01:00","45.34","72828"
"2008-01-08 01:00","45.7","22596"
"2008-01-09 01:00","45.1","30954"
"2008-01-10 01:00","44.11","46291"
"2008-01-11 01:00","43.53","54737"
"2008-01-14 01:00","43.58","34216"
"2008-01-15 01:00","41.87","63534"
"2008-01-16 01:00","42.78","52587"
"2008-01-17 01:00","43.01","40306"
"2008-01-18 01:00","42.5","41812"
"2008-01-21 01:00","42.07","39745"
"2008-01-22 01:00","43.21","86621"
"2008-01-23 01:00","43.59","52390"
"2008-01-24 01:00","44","52171"
"2008-01-25 01:00","44.51","25772"
"2008-01-28 01:00","44.35","29361"
"2008-01-29 01:00","45.01","37634"
"2008-01-30 01:00","44.5","25581"
"2008-01-31 01:00","44.49","26492"
"2008-02-01 01:00","47.45","57801"
"2008-02-04 01:00","47.45","32121"
"2008-02-05 01:00","46.49","23269"
"2008-02-06 01:00","45.91","28852"
"2008-02-07 01:00","45.97","17935"
"2008-02-08 01:00","45.5","11391"
"2008-02-11 01:00","45.3","20505"
"2008-02-12 01:00","46.21","32682"
"2008-02-13 01:00","46.52","21277"
"2008-02-14 01:00","47.05","23442"
"2008-02-15 01:00","47.15","27385"
"2008-02-18 01:00","47.46","5886"
"2008-02-19 01:00","47.35","15751"
"2008-02-20 01:00","47.5","14021"
"2008-02-21 01:00","47.98","19280"
"2008-02-22 01:00","47.26","18566"
"2008-02-25 01:00","47.22","26014"
"2008-02-26 01:00","47.35","17365"
"2008-02-27 01:00","47.7","16085"
"2008-02-28 01:00","47.33","19220"
"2008-02-29 01:00","46.71","28095"
"2008-03-03 01:00","46.25","23996"
"2008-03-04 01:00","46","30465"
"2008-03-05 01:00","46.59","11009"
"2008-03-06 01:00","46.4","31273"
"2008-03-07 01:00","45.85","16901"
"2008-03-10 01:00","45.6","13524"
"2008-03-11 01:00","45.8","9752"
"2008-03-12 01:00","46.17","32665"
"2008-03-13 01:00","46.48","18109"
"2008-03-14 01:00","46.25","19354"
"2008-03-17 01:00","45.8","26244"
"2008-03-18 01:00","46.09","30067"
"2008-03-19 01:00","46.72","11837"
"2008-03-20 01:00","45.51","26119"
"2008-03-25 01:00","46.81","20914"
"2008-03-26 01:00","46.63","7451"
"2008-03-27 01:00","47.78","14126"
"2008-03-28 01:00","47.37","9900"
"2008-03-31 02:00","47.75","13752"
"2008-04-01 02:00","48.28","27874"
"2008-04-02 02:00","48.4","24063"
"2008-04-03 02:00","47.6","10807"
"2008-04-04 02:00","47.3","7270"
"2008-04-07 02:00","48.2","18055"
"2008-04-08 02:00","47.32","11455"
"2008-04-09 02:00","47.36","12151"
"2008-04-10 02:00","47.11","23261"
"2008-04-11 02:00","46.99","14755"
"2008-04-14 02:00","46.43","24050"
"2008-04-15 02:00","47.06","11763"
"2008-04-16 02:00","46.63","12204"
"2008-04-17 02:00","46.26","18169"
"2008-04-18 02:00","47.53","21970"
"2008-04-21 02:00","47.22","7749"
"2008-04-22 02:00","47.5","9871"
"2008-04-23 02:00","46.66","21340"
"2008-04-24 02:00","47.02","12680"
"2008-04-25 02:00","47.7","14572"
"2008-04-28 02:00","47.16","19552"
"2008-04-29 02:00","46.92","19884"
"2008-04-30 02:00","46.5","18202"
"2008-05-02 02:00","46.67","26029"
"2008-05-05 02:00","47.33","10812"
"2008-05-06 02:00","47.27","22806"
"2008-05-07 02:00","47.13","19451"
"2008-05-08 02:00","47","13734"
"2008-05-09 02:00","46.84","12112"
"2008-05-12 02:00","47.64","18967"
"2008-05-13 02:00","47.81","15340"
"2008-05-14 02:00","47","21514"
"2008-05-15 02:00","47.24","24118"
"2008-05-16 02:00","47.47","12088"
"2008-05-19 02:00","47.73","17826"
"2008-05-20 02:00","47.57","22810"
"2008-05-21 02:00","46.63","23064"
"2008-05-22 02:00","46.52","18159"
"2008-05-23 02:00","45.21","65251"
"2008-05-26 02:00","45.4","19363"
"2008-05-27 02:00","45","29860"
"2008-05-28 02:00","45.5","64762"
"2008-05-29 02:00","45.87","38789"
"2008-05-30 02:00","45.66","27262"
"2008-06-02 02:00","45.95","18298"
"2008-06-03 02:00","45.56","20955"
"2008-06-04 02:00","44.86","46911"
"2008-06-05 02:00","45","21175"
"2008-06-06 02:00","44.82","25303"
"2008-06-09 02:00","44.22","24129"
"2008-06-10 02:00","44.6","27046"
"2008-06-11 02:00","44.04","26541"
"2008-06-12 02:00","44.7","50032"
"2008-06-13 02:00","45.21","91155"
"2008-06-16 02:00","45.59","21502"
"2008-06-17 02:00","45.99","19360"
"2008-06-18 02:00","45.51","33547"
"2008-06-19 02:00","45","45221"
"2008-06-20 02:00","44.61","43164"
"2008-06-23 02:00","44.13","73941"
"2008-06-24 02:00","43.33","31293"
"2008-06-25 02:00","43.7","36776"
"2008-06-26 02:00","43.35","31467"
"2008-06-27 02:00","42.65","31092"
"2008-06-30 02:00","41.9","48284"
"2008-07-01 02:00","41.15","45408"
"2008-07-02 02:00","41.05","39099"
"2008-07-03 02:00","39.6","42356"
"2008-07-04 02:00","39.46","24987"
"2008-07-07 02:00","39.27","30223"
"2008-07-08 02:00","38.1","38171"
"2008-07-09 02:00","38.88","47285"
"2008-07-10 02:00","38.43","27563"
"2008-07-11 02:00","38.22","12889"
"2008-07-14 02:00","38.34","22576"
"2008-07-15 02:00","37.7","29299"
"2008-07-16 02:00","37.51","17749"
"2008-07-17 02:00","39","27989"
"2008-07-18 02:00","39.26","22723"
"2008-07-21 02:00","40.04","15554"
"2008-07-22 02:00","40.28","17423"
"2008-07-23 02:00","41.5","22340"
"2008-07-24 02:00","40.76","22526"
"2008-07-25 02:00","40.25","14426"
"2008-07-28 02:00","39.26","26275"
"2008-07-29 02:00","38.88","15695"
"2008-07-30 02:00","39.73","13337"
"2008-07-31 02:00","39.93","9580"
"2008-08-01 02:00","39.28","19191"
"2008-08-04 02:00","39.66","13383"
"2008-08-05 02:00","40.5","18682"
"2008-08-06 02:00","41.2","28047"
"2008-08-07 02:00","40.52","20116"
"2008-08-08 02:00","40.92","10034"
"2008-08-11 02:00","41.82","19625"
"2008-08-12 02:00","40.75","36653"
"2008-08-13 02:00","39.56","29539"
"2008-08-14 02:00","40.1","15282"
"2008-08-15 02:00","41.16","7641"
"2008-08-18 02:00","40.75","8982"
"2008-08-19 02:00","39.9","8744"
"2008-08-20 02:00","39.98","9652"
"2008-08-21 02:00","39.7","8826"
"2008-08-22 02:00","40.08","12363"
"2008-08-25 02:00","40.59","9596"
"2008-08-26 02:00","40.45","9502"
"2008-08-27 02:00","40.1","11833"
"2008-08-28 02:00","40.55","5187"
"2008-08-29 02:00","41.47","11682"
"2008-09-01 02:00","41","8431"
"2008-09-02 02:00","40.99","20953"
"2008-09-03 02:00","40.55","10779"
"2008-09-04 02:00","40.4","18246"
"2008-09-05 02:00","39.2","33982"
"2008-09-08 02:00","40.89","23833"
"2008-09-09 02:00","39.85","22843"
"2008-09-10 02:00","39.4","14402"
"2008-09-11 02:00","39","17310"
"2008-09-12 02:00","39.25","17477"
"2008-09-15 02:00","38.75","26506"
"2008-09-16 02:00","37.89","30714"
"2008-09-17 02:00","37.5","14848"
"2008-09-18 02:00","37.03","32104"
"2008-09-19 02:00","36.1","66094"
"2008-09-22 02:00","36.21","26707"
"2008-09-23 02:00","35.28","30612"
"2008-09-24 02:00","35.26","41359"
"2008-09-25 02:00","35.42","39465"
"2008-09-26 02:00","34.58","28813"
"2008-09-29 02:00","33.96","43860"
"2008-09-30 02:00","33.09","31517"
"2008-10-01 02:00","33.47","26312"
"2008-10-02 02:00","33.55","40572"
"2008-10-03 02:00","33.15","20339"
"2008-10-06 02:00","31.1","50979"
"2008-10-07 02:00","31.74","38370"
"2008-10-08 02:00","28.54","51665"
"2008-10-09 02:00","31","46701"
"2008-10-10 02:00","27.87","46668"
"2008-10-13 02:00","30.45","49225"
"2008-10-14 02:00","31","69537"
"2008-10-15 02:00","29.67","44632"
"2008-10-16 02:00","28.1","38829"
"2008-10-17 02:00","28.49","42111"
"2008-10-20 02:00","30.91","38299"
"2008-10-21 02:00","32.28","60880"
"2008-10-22 02:00","31.86","39390"
"2008-10-23 02:00","30.34","49026"
"2008-10-24 02:00","29.37","34047"
"2008-10-27 01:00","28","36834"
"2008-10-28 01:00","27.9","35436"
"2008-10-29 01:00","29","47090"
"2008-10-30 01:00","30.6","47228"
"2008-10-31 01:00","32.46","44586"
"2008-11-03 01:00","33.25","29049"
"2008-11-04 01:00","35","24783"
"2008-11-05 01:00","33.5","20122"
"2008-11-06 01:00","31.6","26600"
"2008-11-07 01:00","31.57","23228"
"2008-11-10 01:00","33.74","15496"
"2008-11-11 01:00","33","16329"
"2008-11-12 01:00","31.6","15396"
"2008-11-13 01:00","30.6","12153"
"2008-11-14 01:00","31","18882"
"2008-11-17 01:00","30.5","17965"
"2008-11-18 01:00","30","15187"
"2008-11-19 01:00","29","29838"
"2008-11-20 01:00","27.82","41568"
"2008-11-21 01:00","28.01","82444"
"2008-11-24 01:00","29.5","44205"
"2008-11-25 01:00","29","54477"
"2008-11-26 01:00","29.08","20120"
"2008-11-27 01:00","29.9","45046"
"2008-11-28 01:00","29.1","24129"
"2008-12-01 01:00","28.5","34595"
"2008-12-02 01:00","28.21","26958"
"2008-12-03 01:00","28.15","40149"
"2008-12-04 01:00","27.95","36732"
"2008-12-05 01:00","27.51","26995"
"2008-12-08 01:00","28.15","19425"
"2008-12-09 01:00","28","22707"
"2008-12-10 01:00","27.97","35353"
"2008-12-11 01:00","28.14","23094"
"2008-12-12 01:00","28.37","26451"
"2008-12-15 01:00","30.13","47964"
"2008-12-16 01:00","29.55","36123"
"2008-12-17 01:00","29.42","51931"
"2008-12-18 01:00","28.35","87699"
"2008-12-19 01:00","28.45","54968"
"2008-12-22 01:00","29.15","45728"
"2008-12-23 01:00","30","29266"
"2008-12-24 01:00","29.55","4269"
"2008-12-29 01:00","30.14","15238"
"2008-12-30 01:00","30.93","34925"
"2008-12-31 01:00","31","9991"
"2009-01-02 01:00","31.78","11532"
"2009-01-05 01:00","32.94","50958"
"2009-01-06 01:00","33.37","35886"
"2009-01-07 01:00","32.49","33165"
"2009-01-08 01:00","32.7","10574"
"2009-01-09 01:00","32.9","20938"
"2009-01-12 01:00","31.97","19644"
"2009-01-13 01:00","31.65","22989"
"2009-01-14 01:00","31.76","28119"
"2009-01-15 01:00","31.41","9344"
"2009-01-16 01:00","31.43","8110"
"2009-01-19 01:00","31.2","12644"
"2009-01-20 01:00","30.5","22084"
"2009-01-21 01:00","30.3","25624"
"2009-01-22 01:00","30.25","14281"
"2009-01-23 01:00","29.6","23393"
"2009-01-26 01:00","30.97","10224"
"2009-01-27 01:00","31","13306"
"2009-01-28 01:00","30.38","37748"
"2009-01-29 01:00","30.5","13636"
"2009-01-30 01:00","30.63","16158"
"2009-02-02 01:00","30.1","15207"
"2009-02-03 01:00","30.2","12150"
"2009-02-04 01:00","30.3","18155"
"2009-02-05 01:00","29.75","38227"
"2009-02-06 01:00","29.75","50731"
"2009-02-09 01:00","30.8","21646"
"2009-02-10 01:00","30.36","16599"
"2009-02-11 01:00","30.65","22342"
"2009-02-12 01:00","30.76","28183"
"2009-02-13 01:00","31.14","27073"
"2009-02-16 01:00","31.25","22237"
"2009-02-17 01:00","30.55","20199"
"2009-02-18 01:00","30.69","60897"
"2009-02-19 01:00","30.51","51199"
"2009-02-20 01:00","30","50674"
"2009-02-23 01:00","31.29","45284"
"2009-02-24 01:00","30.62","48264"
"2009-02-25 01:00","30.99","63986"
"2009-02-26 01:00","32.49","42573"
"2009-02-27 01:00","31.5","24371"
"2009-03-02 01:00","31.9","24917"
"2009-03-03 01:00","31.35","57743"
"2009-03-04 01:00","31.25","24065"
"2009-03-05 01:00","31.1","14418"
"2009-03-06 01:00","31","11730"
"2009-03-09 01:00","30.52","13034"
"2009-03-10 01:00","31.2","68510"
"2009-03-11 01:00","31.72","42330"
"2009-03-12 01:00","31.99","8979"
"2009-03-13 01:00","32","25842"
"2009-03-16 01:00","32.29","28138"
"2009-03-17 01:00","32.54","10703"
"2009-03-18 01:00","32.64","11066"
"2009-03-19 01:00","32","16282"
"2009-03-20 01:00","31.53","18876"
"2009-03-23 01:00","32","17600"
"2009-03-24 01:00","31.91","19681"
"2009-03-25 01:00","32.25","23126"
"2009-03-26 01:00","32.22","11072"
"2009-03-27 01:00","32.35","7850"
"2009-03-30 02:00","31.9","16738"
"2009-03-31 02:00","32.59","20112"
"2009-04-01 02:00","33.25","13471"
"2009-04-02 02:00","34.5","22021"
"2009-04-03 02:00","34.08","15617"
"2009-04-06 02:00","33.89","19540"
"2009-04-07 02:00","33.02","37399"
"2009-04-08 02:00","32.4","19805"
"2009-04-09 02:00","32.68","19837"
"2009-04-14 02:00","33.44","68564"
"2009-04-15 02:00","33.7","34843"
"2009-04-16 02:00","33.98","28155"
"2009-04-17 02:00","35.19","29477"
"2009-04-20 02:00","35","37365"
"2009-04-21 02:00","34.8","22556"
"2009-04-22 02:00","35.19","41789"
"2009-04-23 02:00","36","20420"
"2009-04-24 02:00","37","28113"
"2009-04-27 02:00","37.45","60439"
"2009-04-28 02:00","36.4","65231"
"2009-04-29 02:00","37.4","23020"
"2009-04-30 02:00","38","27265"
"2009-05-04 02:00","38.5","76663"
"2009-05-05 02:00","38.4","40462"
"2009-05-06 02:00","38","25022"
"2009-05-07 02:00","37.84","48153"
"2009-05-08 02:00","37.68","37293"
"2009-05-11 02:00","37.33","43916"
"2009-05-12 02:00","36.4","49947"
"2009-05-13 02:00","36.23","28055"
"2009-05-14 02:00","35.99","38481"
"2009-05-15 02:00","36.12","20733"
"2009-05-18 02:00","36.99","25167"
"2009-05-19 02:00","37.06","17107"
"2009-05-20 02:00","37.63","9662"
"2009-05-21 02:00","36.5","9332"
"2009-05-22 02:00","36.4","22882"
"2009-05-25 02:00","36.68","11884"
"2009-05-26 02:00","35.85","27490"
"2009-05-27 02:00","35.84","22496"
"2009-05-28 02:00","35.43","44323"
"2009-05-29 02:00","36","47256"
"2009-06-01 02:00","37","23176"
"2009-06-02 02:00","36.75","21756"
"2009-06-03 02:00","37.02","26533"
"2009-06-04 02:00","36.83","22309"
"2009-06-05 02:00","36.85","20226"
"2009-06-08 02:00","37","42905"
"2009-06-09 02:00","36.98","52935"
"2009-06-10 02:00","37.05","34064"
"2009-06-11 02:00","37.05","23011"
"2009-06-12 02:00","36.71","34012"
"2009-06-15 02:00","36.88","37904"
"2009-06-16 02:00","36.71","25200"
"2009-06-17 02:00","36.39","36260"
"2009-06-18 02:00","36.17","13247"
"2009-06-19 02:00","36.29","14470"
"2009-06-22 02:00","35.49","41272"
"2009-06-23 02:00","35.85","30743"
"2009-06-24 02:00","36.24","19304"
"2009-06-25 02:00","36.6","31629"
"2009-06-26 02:00","34.6","38117"
"2009-06-29 02:00","35.57","36690"
"2009-06-30 02:00","35.58","38539"
"2009-07-01 02:00","35.49","38805"
"2009-07-02 02:00","35.09","26186"
"2009-07-03 02:00","34.89","19565"
"2009-07-06 02:00","34.5","23657"
"2009-07-07 02:00","34.65","22773"
"2009-07-08 02:00","33.81","10552"
"2009-07-09 02:00","33.65","8073"
"2009-07-10 02:00","33.45","19445"
"2009-07-13 02:00","34","18124"
"2009-07-14 02:00","34.12","11068"
"2009-07-15 02:00","34.1","34474"
"2009-07-16 02:00","34.2","32841"
"2009-07-17 02:00","34.25","12021"
"2009-07-20 02:00","34.94","17158"
"2009-07-21 02:00","35.03","22003"
"2009-07-22 02:00","35.23","8702"
"2009-07-23 02:00","35.35","38210"
"2009-07-24 02:00","35.43","14687"
"2009-07-27 02:00","35.45","19894"
"2009-07-28 02:00","35.24","20089"
"2009-07-29 02:00","35.14","10932"
"2009-07-30 02:00","35.05","19153"
"2009-07-31 02:00","35.15","31287"
"2009-08-03 02:00","35","18294"
"2009-08-04 02:00","35.24","13800"
"2009-08-05 02:00","34.73","22134"
"2009-08-06 02:00","34.47","24092"
"2009-08-07 02:00","34.4","30791"
"2009-08-10 02:00","34.44","17154"
"2009-08-11 02:00","34.31","23785"
"2009-08-12 02:00","34.29","17434"
"2009-08-13 02:00","34.01","37318"
"2009-08-14 02:00","34.01","34718"
"2009-08-17 02:00","32.98","48230"
"2009-08-18 02:00","33.07","35353"
"2009-08-19 02:00","33.16","10622"
"2009-08-20 02:00","33.4","19075"
"2009-08-21 02:00","33.8","17595"
"2009-08-24 02:00","34.41","25363"
"2009-08-25 02:00","35.1","40128"
"2009-08-26 02:00","35.96","28481"
"2009-08-27 02:00","34.98","19463"
"2009-08-28 02:00","35.3","16997"
"2009-08-31 02:00","35.85","21538"
"2009-09-01 02:00","35.4","27779"
"2009-09-02 02:00","34.9","23204"
"2009-09-03 02:00","34.8","16966"
"2009-09-04 02:00","34.74","19829"
"2009-09-07 02:00","35.2","12982"
"2009-09-08 02:00","35.1","13702"
"2009-09-09 02:00","35.08","10347"
"2009-09-10 02:00","35.34","23325"
"2009-09-11 02:00","35.49","29398"
"2009-09-14 02:00","34.6","26916"
"2009-09-15 02:00","34.7","18633"
"2009-09-16 02:00","34.99","20237"
"2009-09-17 02:00","34.75","27764"
"2009-09-18 02:00","35.49","28801"
"2009-09-21 02:00","35.39","22432"
"2009-09-22 02:00","35.02","19403"
"2009-09-23 02:00","35.79","20023"
"2009-09-24 02:00","35.13","18777"
"2009-09-25 02:00","35.4","14744"
"2009-09-28 02:00","35.31","7093"
"2009-09-29 02:00","36.59","60927"
"2009-09-30 02:00","36.69","23816"
"2009-10-01 02:00","36.11","22995"
"2009-10-02 02:00","35.89","21486"
"2009-10-05 02:00","36.1","20281"
"2009-10-06 02:00","36.41","25838"
"2009-10-07 02:00","36.12","18672"
"2009-10-08 02:00","36.5","17899"
"2009-10-09 02:00","36.6","34763"
"2009-10-12 02:00","36.95","22454"
"2009-10-13 02:00","36.4","16844"
"2009-10-14 02:00","36.85","20025"
"2009-10-15 02:00","37.5","28745"
"2009-10-16 02:00","37.78","23456"
"2009-10-19 02:00","37.96","23214"
"2009-10-20 02:00","38.5","22416"
"2009-10-21 02:00","38.4","12822"
"2009-10-22 02:00","37.99","33425"
"2009-10-26 01:00","37.51","47665"
"2009-10-27 01:00","37.95","18069"
"2009-10-28 01:00","36.69","39493"
"2009-10-29 01:00","37.62","26510"
"2009-10-30 01:00","38.39","21569"
"2009-11-02 01:00","37.6","27844"
"2009-11-03 01:00","37.31","27242"
"2009-11-04 01:00","37.27","34328"
"2009-11-05 01:00","37.44","16699"
"2009-11-06 01:00","38.4","17989"
"2009-11-09 01:00","38.6","26728"
"2009-11-10 01:00","38","18257"
"2009-11-11 01:00","38.36","4851"
"2009-11-12 01:00","38.2","16170"
"2009-11-13 01:00","37.65","20342"
"2009-11-16 01:00","37.74","21224"
"2009-11-17 01:00","37.62","31832"
"2009-11-18 01:00","37.35","27476"
"2009-11-19 01:00","37.3","35351"
"2009-11-20 01:00","37.5","16484"
"2009-11-23 01:00","37","70089"
"2009-11-24 01:00","37","27593"
"2009-11-25 01:00","36.16","69857"
"2009-11-26 01:00","35.3","49537"
"2009-11-27 01:00","36.1","42730"
"2009-11-30 01:00","35.25","34768"
"2009-12-01 01:00","36.5","30350"
"2009-12-02 01:00","36.61","15044"
"2009-12-03 01:00","36.63","18113"
"2009-12-04 01:00","36.83","15730"
"2009-12-07 01:00","37.2","20190"
"2009-12-08 01:00","37.2","15485"
"2009-12-09 01:00","36.52","24523"
"2009-12-10 01:00","36.77","22043"
"2009-12-11 01:00","37.25","26252"
"2009-12-14 01:00","37.21","17022"
"2009-12-15 01:00","36.9","16407"
"2009-12-16 01:00","36.72","12820"
"2009-12-17 01:00","36.54","15835"
"2009-12-18 01:00","36.5","11176"
"2009-12-21 01:00","36.27","20475"
"2009-12-22 01:00","36.43","11193"
"2009-12-23 01:00","36.26","17622"
"2009-12-24 01:00","36.25","4164"
"2009-12-28 01:00","36.53","10389"
"2009-12-29 01:00","36.48","13218"
"2009-12-30 01:00","36.49","7145"
"2009-12-31 01:00","36.53","9222"
"2010-01-04 01:00","36.79","33425"
"2010-01-05 01:00","37.09","18167"
"2010-01-06 01:00","37.68","21084"
"2010-01-07 01:00","37.4","19258"
"2010-01-08 01:00","37.67","14053"
"2010-01-11 01:00","38","32613"
"2010-01-12 01:00","37.5","68451"
"2010-01-13 01:00","37.4","48599"
"2010-01-14 01:00","37.08","18737"
"2010-01-15 01:00","37.5","19232"
"2010-01-18 01:00","37.5","16781"
"2010-01-19 01:00","37.3","15319"
"2010-01-20 01:00","36.77","31445"
"2010-01-21 01:00","37","14361"
"2010-01-22 01:00","36.69","19909"
"2010-01-25 01:00","36.51","22031"
"2010-01-26 01:00","36.54","26732"
"2010-01-27 01:00","36.8","21456"
"2010-01-28 01:00","37.29","22576"
"2010-01-29 01:00","37.02","16417"
"2010-02-01 01:00","37.76","18822"
"2010-02-02 01:00","38.1","18427"
"2010-02-03 01:00","38.69","24371"
"2010-02-04 01:00","37.76","28318"
"2010-02-05 01:00","36.52","38130"
"2010-02-08 01:00","36.52","19879"
"2010-02-09 01:00","36.42","16711"
"2010-02-10 01:00","36.8","20236"
"2010-02-11 01:00","36.4","21886"
"2010-02-12 01:00","36.78","23441"
"2010-02-15 01:00","36.51","12843"
"2010-02-16 01:00","36.87","7311"
"2010-02-17 01:00","36.84","16263"
"2010-02-18 01:00","36.89","27636"
"2010-02-19 01:00","36.78","16408"
"2010-02-22 01:00","36.95","9951"
"2010-02-23 01:00","36.67","20424"
"2010-02-24 01:00","36.94","19565"
"2010-02-25 01:00","36.6","22890"
"2010-02-26 01:00","36.65","24409"
"2010-03-01 01:00","36.7","20743"
"2010-03-02 01:00","36.56","54212"
"2010-03-03 01:00","37","42154"
"2010-03-04 01:00","37","26855"
"2010-03-05 01:00","37.2","51890"
"2010-03-08 01:00","37.15","22034"
"2010-03-09 01:00","37","27377"
"2010-03-10 01:00","37.06","18744"
"2010-03-11 01:00","37.5","24580"
"2010-03-12 01:00","37.71","19458"
"2010-03-15 01:00","37.76","20709"
"2010-03-16 01:00","37.79","47973"
"2010-03-17 01:00","38.36","40496"
"2010-03-18 01:00","38.63","33204"
"2010-03-19 01:00","38.71","21752"
"2010-03-22 01:00","38.6","23596"
"2010-03-23 01:00","38.87","13816"
"2010-03-24 01:00","39.2","16443"
"2010-03-25 01:00","39.59","34127"
"2010-03-26 01:00","39.78","29628"
"2010-03-29 02:00","39.86","36247"
"2010-03-30 02:00","39.74","27591"
"2010-03-31 02:00","39.95","17983"
"2010-04-01 02:00","40.25","33011"
"2010-04-06 02:00","40.25","23336"
"2010-04-07 02:00","40.37","25445"
"2010-04-08 02:00","40.39","17852"
"2010-04-09 02:00","40.76","26056"
"2010-04-12 02:00","40.87","12842"
"2010-04-13 02:00","40.68","16655"
"2010-04-14 02:00","40.79","15596"
"2010-04-15 02:00","41.05","16836"
"2010-04-16 02:00","40.65","10487"
"2010-04-19 02:00","40.15","21928"
"2010-04-20 02:00","40.07","14563"
"2010-04-21 02:00","40.65","15160"
"2010-04-22 02:00","40.09","16469"
"2010-04-23 02:00","40.5","9945"
"2010-04-26 02:00","40.8","19655"
"2010-04-27 02:00","40.26","27399"
"2010-04-28 02:00","39.65","32133"
"2010-04-29 02:00","40.66","20561"
"2010-04-30 02:00","40.78","18441"
"2010-05-03 02:00","39.83","27861"
"2010-05-04 02:00","38.59","27914"
"2010-05-05 02:00","37.71","37201"
"2010-05-06 02:00","37.48","39917"
"2010-05-07 02:00","35.5","80712"
"2010-05-10 02:00","38","54743"
"2010-05-11 02:00","37.97","16269"
"2010-05-12 02:00","37.86","32087"
"2010-05-13 02:00","38.3","6981"
"2010-05-14 02:00","36.86","30999"
"2010-05-17 02:00","35.55","30721"
"2010-05-18 02:00","35.99","28297"
"2010-05-19 02:00","35.87","11875"
"2010-05-20 02:00","35.9","38214"
"2010-05-21 02:00","36.27","38305"
"2010-05-24 02:00","36.55","9900"
"2010-05-25 02:00","35.21","44205"
"2010-05-26 02:00","36.25","26056"
"2010-05-27 02:00","36.85","35801"
"2010-05-28 02:00","36.95","16639"
"2010-05-31 02:00","37.4","13078"
"2010-06-01 02:00","37.43","27337"
"2010-06-02 02:00","37.04","11415"
"2010-06-03 02:00","37.06","23514"
"2010-06-04 02:00","36.65","19882"
"2010-06-07 02:00","36.29","24797"
"2010-06-08 02:00","36.2","18460"
"2010-06-09 02:00","36.9","11878"
"2010-06-10 02:00","37.2","32685"
"2010-06-11 02:00","37.2","19635"
"2010-06-14 02:00","37.3","36792"
"2010-06-15 02:00","37.44","19966"
"2010-06-16 02:00","37.11","11925"
"2010-06-17 02:00","36.9","15934"
