"time","GIMV","GIMV( volume )"
"2004-12-16 01:00","36.95","40271"
"2004-12-17 01:00","36.8","8175"
"2004-12-20 01:00","36.8","23519"
"2004-12-21 01:00","36.95","7285"
"2004-12-22 01:00","36.85","5580"
"2004-12-23 01:00","37.01","11725"
"2004-12-24 01:00","37.25","3269"
"2004-12-27 01:00","37.27","5284"
"2004-12-28 01:00","37.61","7548"
"2004-12-29 01:00","37.9","4865"
"2004-12-30 01:00","37.94","3750"
"2004-12-31 01:00","37.52","7344"
"2005-01-03 01:00","39.6","9077"
"2005-01-04 01:00","40.5","12342"
"2005-01-05 01:00","39.5","32408"
"2005-01-06 01:00","38.9","21095"
"2005-01-07 01:00","39.4","15346"
"2005-01-10 01:00","39.35","6853"
"2005-01-11 01:00","38.9","52403"
"2005-01-12 01:00","38.8","5662"
"2005-01-13 01:00","38.99","6577"
"2005-01-14 01:00","38.95","3563"
"2005-01-17 01:00","39","4978"
"2005-01-18 01:00","38.49","15344"
"2005-01-19 01:00","38","11131"
"2005-01-20 01:00","37","9935"
"2005-01-21 01:00","36.81","30464"
"2005-01-24 01:00","37.39","12495"
"2005-01-25 01:00","37.87","15055"
"2005-01-26 01:00","37.95","7345"
"2005-01-27 01:00","38.03","24379"
"2005-01-28 01:00","38.3","14892"
"2005-01-31 01:00","38.3","2563"
"2005-02-01 01:00","38.16","13404"
"2005-02-02 01:00","38","16886"
"2005-02-03 01:00","38.16","7910"
"2005-02-04 01:00","38.21","8872"
"2005-02-07 01:00","38.6","3952"
"2005-02-08 01:00","38.77","4423"
"2005-02-09 01:00","38.34","24225"
"2005-02-10 01:00","38.21","18487"
"2005-02-11 01:00","38.05","8647"
"2005-02-14 01:00","38.21","5880"
"2005-02-15 01:00","38.05","10009"
"2005-02-16 01:00","37.49","11730"
"2005-02-17 01:00","37.84","13535"
"2005-02-18 01:00","38.6","44707"
"2005-02-21 01:00","39.04","16318"
"2005-02-22 01:00","39.15","13366"
"2005-02-23 01:00","39.01","8069"
"2005-02-24 01:00","39.6","18979"
"2005-02-25 01:00","39.5","11359"
"2005-02-28 01:00","40.13","12351"
"2005-03-01 01:00","40.65","16118"
"2005-03-02 01:00","39.5","42011"
"2005-03-03 01:00","39.06","68918"
"2005-03-04 01:00","39.4","18419"
"2005-03-07 01:00","39.14","24931"
"2005-03-08 01:00","38.8","30133"
"2005-03-09 01:00","38.92","18330"
"2005-03-10 01:00","38.86","6546"
"2005-03-11 01:00","38.75","57270"
"2005-03-14 01:00","38.67","4676"
"2005-03-15 01:00","38.5","29137"
"2005-03-16 01:00","38.26","32031"
"2005-03-17 01:00","37.75","10912"
"2005-03-18 01:00","37.15","16093"
"2005-03-21 01:00","37.46","18674"
"2005-03-22 01:00","37.75","10119"
"2005-03-23 01:00","38.65","48694"
"2005-03-24 01:00","39.75","88601"
"2005-03-29 02:00","39.9","115390"
"2005-03-30 02:00","39.7","8543"
"2005-03-31 02:00","39.7","11506"
"2005-04-01 02:00","39.71","22237"
"2005-04-04 02:00","39.95","167477"
"2005-04-05 02:00","40","22532"
"2005-04-06 02:00","39.83","14478"
"2005-04-07 02:00","39.22","39021"
"2005-04-08 02:00","39.02","13404"
"2005-04-11 02:00","39.56","6178"
"2005-04-12 02:00","38.75","14693"
"2005-04-13 02:00","38.76","17982"
"2005-04-14 02:00","38.99","16279"
"2005-04-15 02:00","38.77","5659"
"2005-04-18 02:00","38.38","17553"
"2005-04-19 02:00","38.05","16523"
"2005-04-20 02:00","37.55","28186"
"2005-04-21 02:00","37.21","15861"
"2005-04-22 02:00","37.41","7919"
"2005-04-25 02:00","37.45","6797"
"2005-04-26 02:00","37.32","13092"
"2005-04-27 02:00","37.5","6902"
"2005-04-28 02:00","37.2","18344"
"2005-04-29 02:00","37.2","7687"
"2005-05-02 02:00","37.2","1795"
"2005-05-03 02:00","37.51","4485"
"2005-05-04 02:00","37.15","8385"
"2005-05-05 02:00","37.1","16111"
"2005-05-06 02:00","37.05","8073"
"2005-05-09 02:00","36.75","12328"
"2005-05-10 02:00","34.5","114154"
"2005-05-11 02:00","34.1","426893"
"2005-05-12 02:00","35.65","5444220"
"2005-05-13 02:00","35.79","2871549"
"2005-05-16 02:00","35.64","20039"
"2005-05-17 02:00","35.5","163049"
"2005-05-18 02:00","35.63","71557"
"2005-05-19 02:00","35.72","58172"
"2005-05-20 02:00","35.65","57312"
"2005-05-23 02:00","35.61","72337"
"2005-05-24 02:00","35.68","53392"
"2005-05-25 02:00","35.63","134469"
"2005-05-26 02:00","36","52252"
"2005-05-27 02:00","36","42779"
"2005-05-30 02:00","36.7","43603"
"2005-05-31 02:00","36.5","101937"
"2005-06-01 02:00","36.08","84738"
"2005-06-02 02:00","36.18","33757"
"2005-06-03 02:00","36.05","68962"
"2005-06-06 02:00","36.18","40831"
"2005-06-07 02:00","36.1","67582"
"2005-06-08 02:00","35.89","49358"
"2005-06-09 02:00","35.87","29438"
"2005-06-10 02:00","36","65226"
"2005-06-13 02:00","35.95","69388"
"2005-06-14 02:00","36.45","134580"
"2005-06-15 02:00","37.39","88369"
"2005-06-16 02:00","37.2","40878"
"2005-06-17 02:00","37.75","13478"
"2005-06-20 02:00","37.32","214061"
"2005-06-21 02:00","37.6","39546"
"2005-06-22 02:00","37.53","13636"
"2005-06-23 02:00","37.75","33600"
"2005-06-24 02:00","37.68","20684"
"2005-06-27 02:00","37.3","37026"
"2005-06-28 02:00","37.4","48727"
"2005-06-29 02:00","37.65","111503"
"2005-06-30 02:00","37.9","60544"
"2005-07-01 02:00","37.45","47653"
"2005-07-04 02:00","37.6","14296"
"2005-07-05 02:00","37.5","55449"
"2005-07-06 02:00","37.5","24090"
"2005-07-07 02:00","36.98","27240"
"2005-07-08 02:00","37.47","14662"
"2005-07-11 02:00","37.79","27805"
"2005-07-12 02:00","37.45","41531"
"2005-07-13 02:00","37.38","43034"
"2005-07-14 02:00","37.47","16606"
"2005-07-15 02:00","37.35","26642"
"2005-07-18 02:00","37.5","32319"
"2005-07-19 02:00","37.85","40206"
"2005-07-20 02:00","38.3","40931"
"2005-07-21 02:00","38.27","15149"
"2005-07-22 02:00","38.57","25701"
"2005-07-25 02:00","38.4","18459"
"2005-07-26 02:00","38.32","19279"
"2005-07-27 02:00","39.1","51034"
"2005-07-28 02:00","39.8","69957"
"2005-07-29 02:00","40.11","129063"
"2005-08-01 02:00","40.5","119228"
"2005-08-02 02:00","41.49","115037"
"2005-08-03 02:00","42.62","122232"
"2005-08-04 02:00","41.42","63249"
"2005-08-05 02:00","40.5","60972"
"2005-08-08 02:00","40.49","26822"
"2005-08-09 02:00","40.42","18471"
"2005-08-10 02:00","40.62","25931"
"2005-08-11 02:00","41.19","70066"
"2005-08-12 02:00","41.3","50456"
"2005-08-15 02:00","41.41","9730"
"2005-08-16 02:00","41.7","84624"
"2005-08-17 02:00","41.7","29020"
"2005-08-18 02:00","41.15","51622"
"2005-08-19 02:00","41.43","63188"
"2005-08-22 02:00","41.41","41788"
"2005-08-23 02:00","41.65","34689"
"2005-08-24 02:00","41.41","155291"
"2005-08-25 02:00","41.35","45177"
"2005-08-26 02:00","41.1","264788"
"2005-08-29 02:00","41.78","76205"
"2005-08-30 02:00","41.4","95201"
"2005-08-31 02:00","41.65","66819"
"2005-09-01 02:00","41.75","42695"
"2005-09-02 02:00","41.7","44872"
"2005-09-05 02:00","41.86","27231"
"2005-09-06 02:00","42.5","163127"
"2005-09-07 02:00","43.3","57660"
"2005-09-08 02:00","43.45","57411"
"2005-09-09 02:00","44.06","80105"
"2005-09-12 02:00","44.97","102522"
"2005-09-13 02:00","44.71","94604"
"2005-09-14 02:00","44.85","18306"
"2005-09-15 02:00","44.25","24883"
"2005-09-16 02:00","44.5","83934"
"2005-09-19 02:00","44.45","90583"
"2005-09-20 02:00","44.6","113496"
"2005-09-21 02:00","44.31","89885"
"2005-09-22 02:00","44.28","323461"
"2005-09-23 02:00","45.49","295511"
"2005-09-26 02:00","46","129466"
"2005-09-27 02:00","45.15","78760"
"2005-09-28 02:00","45.55","70073"
"2005-09-29 02:00","45","106715"
"2005-09-30 02:00","45.4","225039"
"2005-10-03 02:00","45.7","115697"
"2005-10-04 02:00","46.13","56408"
"2005-10-05 02:00","46.18","92549"
"2005-10-06 02:00","45.5","63660"
"2005-10-07 02:00","44.97","51986"
"2005-10-10 02:00","43.99","106130"
"2005-10-11 02:00","42.88","120937"
"2005-10-12 02:00","43.39","67939"
"2005-10-13 02:00","44","113183"
"2005-10-14 02:00","43.9","66074"
"2005-10-17 02:00","44.18","44962"
"2005-10-18 02:00","44","51008"
"2005-10-19 02:00","43.8","100856"
"2005-10-20 02:00","43.99","91974"
"2005-10-21 02:00","43.56","45296"
"2005-10-24 02:00","43.12","49946"
"2005-10-25 02:00","42.87","49522"
"2005-10-26 02:00","42.72","32765"
"2005-10-27 02:00","42.38","28378"
"2005-10-28 02:00","42.16","42384"
"2005-10-31 01:00","42.95","54089"
"2005-11-01 01:00","43.1","8793"
"2005-11-02 01:00","43.15","26884"
"2005-11-03 01:00","43.26","36995"
"2005-11-04 01:00","43.3","39126"
"2005-11-07 01:00","43.8","35508"
"2005-11-08 01:00","43.98","53130"
"2005-11-09 01:00","43.94","22794"
"2005-11-10 01:00","43.96","35627"
"2005-11-11 01:00","43.95","28224"
"2005-11-14 01:00","43.95","31980"
"2005-11-15 01:00","42.75","26602"
"2005-11-16 01:00","42.7","31077"
"2005-11-17 01:00","42.1","37132"
"2005-11-18 01:00","42.6","65754"
"2005-11-21 01:00","42.7","26480"
"2005-11-22 01:00","42.8","160447"
"2005-11-23 01:00","43.45","52351"
"2005-11-24 01:00","43.3","64874"
"2005-11-25 01:00","43","54180"
"2005-11-28 01:00","43.75","83689"
"2005-11-29 01:00","43.7","45944"
"2005-11-30 01:00","44","124729"
"2005-12-01 01:00","44.02","49618"
"2005-12-02 01:00","44.4","35665"
"2005-12-05 01:00","44.49","41277"
"2005-12-06 01:00","44","53690"
"2005-12-07 01:00","44.19","40621"
"2005-12-08 01:00","44.15","72020"
"2005-12-09 01:00","44.35","27135"
"2005-12-12 01:00","43.91","23248"
"2005-12-13 01:00","43.8","44264"
"2005-12-14 01:00","44.4","66618"
"2005-12-15 01:00","43.86","75456"
"2005-12-16 01:00","44.1","39698"
"2005-12-19 01:00","44.43","15919"
"2005-12-20 01:00","44.39","27322"
"2005-12-21 01:00","45","25127"
"2005-12-22 01:00","44.91","43000"
"2005-12-23 01:00","44.93","37194"
"2005-12-27 01:00","45.02","44970"
"2005-12-28 01:00","44.7","28094"
"2005-12-29 01:00","44.89","39768"
"2005-12-30 01:00","44.8","15095"
"2006-01-02 01:00","44.84","15877"
"2006-01-03 01:00","44.52","25851"
"2006-01-04 01:00","45.5","34346"
"2006-01-05 01:00","45.95","69473"
"2006-01-06 01:00","45.77","22381"
"2006-01-09 01:00","47.23","86452"
"2006-01-10 01:00","47.25","27332"
"2006-01-11 01:00","47.9","47084"
"2006-01-12 01:00","48.15","76805"
"2006-01-13 01:00","48.2","74992"
"2006-01-16 01:00","47.81","62996"
"2006-01-17 01:00","47.9","26036"
"2006-01-18 01:00","47.5","81515"
"2006-01-19 01:00","47.85","46809"
"2006-01-20 01:00","47.7","48916"
"2006-01-23 01:00","47.33","24421"
"2006-01-24 01:00","47.5","10890"
"2006-01-25 01:00","47.71","13181"
"2006-01-26 01:00","47.6","15200"
"2006-01-27 01:00","48","24594"
"2006-01-30 01:00","48","26207"
"2006-01-31 01:00","48.06","30244"
"2006-02-01 01:00","47.81","42419"
"2006-02-02 01:00","47.58","39268"
"2006-02-03 01:00","47.2","47931"
"2006-02-06 01:00","47.7","21614"
"2006-02-07 01:00","47.46","30435"
"2006-02-08 01:00","46.94","128168"
"2006-02-09 01:00","46.5","73442"
"2006-02-10 01:00","46.81","38862"
"2006-02-13 01:00","47.44","15381"
"2006-02-14 01:00","47.15","18832"
"2006-02-15 01:00","47.31","30467"
"2006-02-16 01:00","47.74","41145"
"2006-02-17 01:00","47.49","13233"
"2006-02-20 01:00","47.19","27536"
"2006-02-21 01:00","47.35","37956"
"2006-02-22 01:00","47.9","31248"
"2006-02-23 01:00","47.74","118658"
"2006-02-24 01:00","47.3","121518"
"2006-02-27 01:00","47.39","31801"
"2006-02-28 01:00","46.88","56530"
"2006-03-01 01:00","46.82","27468"
"2006-03-02 01:00","46.77","23054"
"2006-03-03 01:00","47.1","18336"
"2006-03-06 01:00","47.4","39182"
"2006-03-07 01:00","46.84","18294"
"2006-03-08 01:00","46.08","74448"
"2006-03-09 01:00","45.99","30299"
"2006-03-10 01:00","45.99","44164"
"2006-03-13 01:00","45.95","36930"
"2006-03-14 01:00","45.5","28041"
"2006-03-15 01:00","45.89","16862"
"2006-03-16 01:00","46","32268"
"2006-03-17 01:00","46.1","28441"
"2006-03-20 01:00","45.66","68622"
"2006-03-21 01:00","45.86","39521"
"2006-03-22 01:00","45.9","52309"
"2006-03-23 01:00","45.97","47922"
"2006-03-24 01:00","46.08","36840"
"2006-03-27 02:00","46.15","38790"
"2006-03-28 02:00","46.04","16516"
"2006-03-29 02:00","45.85","37231"
"2006-03-30 02:00","45.7","26064"
"2006-03-31 02:00","45.6","36371"
"2006-04-03 02:00","45.5","46820"
"2006-04-04 02:00","45.95","16650"
"2006-04-05 02:00","46.2","63701"
"2006-04-06 02:00","46.4","21529"
"2006-04-07 02:00","46.94","40090"
"2006-04-10 02:00","47.16","26771"
"2006-04-11 02:00","46.4","25369"
"2006-04-12 02:00","46.27","20798"
"2006-04-13 02:00","46.59","15587"
"2006-04-18 02:00","46.15","29263"
"2006-04-19 02:00","46.66","35913"
"2006-04-20 02:00","46.36","18496"
"2006-04-21 02:00","46.55","24296"
"2006-04-24 02:00","46.65","18457"
"2006-04-25 02:00","47.3","65187"
"2006-04-26 02:00","47.45","25122"
"2006-04-27 02:00","47.48","16953"
"2006-04-28 02:00","47.4","10472"
"2006-05-02 02:00","47.55","12726"
"2006-05-03 02:00","48.08","131756"
"2006-05-04 02:00","48.71","29109"
"2006-05-05 02:00","49.49","30993"
"2006-05-08 02:00","49.65","26394"
"2006-05-09 02:00","48.97","16729"
"2006-05-10 02:00","49.12","13254"
"2006-05-11 02:00","49.15","24935"
"2006-05-12 02:00","47.03","32404"
"2006-05-15 02:00","46.34","36158"
"2006-05-16 02:00","46.79","17835"
"2006-05-17 02:00","47.3","116107"
"2006-05-18 02:00","46.19","40064"
"2006-05-19 02:00","45.1","47131"
"2006-05-22 02:00","42.75","83431"
"2006-05-23 02:00","43.2","102775"
"2006-05-24 02:00","43.67","52151"
"2006-05-25 02:00","43.35","28297"
"2006-05-26 02:00","45","22904"
"2006-05-29 02:00","45.6","20937"
"2006-05-30 02:00","45","92706"
"2006-05-31 02:00","45.25","19994"
"2006-06-01 02:00","45.07","17510"
"2006-06-02 02:00","46.5","37542"
"2006-06-05 02:00","46.11","12368"
"2006-06-06 02:00","42.51","31702"
"2006-06-07 02:00","43.35","25981"
"2006-06-08 02:00","41.75","21960"
"2006-06-09 02:00","42.25","27869"
"2006-06-12 02:00","41.99","18759"
"2006-06-13 02:00","40.95","40019"
"2006-06-14 02:00","41.34","19711"
"2006-06-15 02:00","42.5","28764"
"2006-06-16 02:00","42.4","17806"
"2006-06-19 02:00","42.78","15267"
"2006-06-20 02:00","43.61","11505"
"2006-06-21 02:00","43.64","11111"
"2006-06-22 02:00","43.8","15151"
"2006-06-23 02:00","43.29","12956"
"2006-06-26 02:00","43.61","21801"
"2006-06-27 02:00","44.1","14330"
"2006-06-28 02:00","44.19","29568"
"2006-06-29 02:00","44.79","12299"
"2006-06-30 02:00","45.47","21957"
"2006-07-03 02:00","45.87","13137"
"2006-07-04 02:00","46","13693"
"2006-07-05 02:00","46","12743"
"2006-07-06 02:00","46.56","11629"
"2006-07-07 02:00","46.3","8373"
"2006-07-10 02:00","46.79","9564"
"2006-07-11 02:00","46.26","17585"
"2006-07-12 02:00","46.55","8622"
"2006-07-13 02:00","46.2","52872"
"2006-07-14 02:00","45.6","17300"
"2006-07-17 02:00","44.88","26056"
"2006-07-18 02:00","44.17","19772"
"2006-07-19 02:00","45.25","62249"
"2006-07-20 02:00","45.79","9457"
"2006-07-21 02:00","45.52","7869"
"2006-07-24 02:00","45.99","10329"
"2006-07-25 02:00","45.75","16103"
"2006-07-26 02:00","46.25","16067"
"2006-07-27 02:00","46.54","25091"
"2006-07-28 02:00","46.6","8457"
"2006-07-31 02:00","47","18955"
"2006-08-01 02:00","47.33","58252"
"2006-08-02 02:00","47.67","9184"
"2006-08-03 02:00","47.55","38930"
"2006-08-04 02:00","47.54","17276"
"2006-08-07 02:00","47.19","8152"
"2006-08-08 02:00","47.25","8474"
"2006-08-09 02:00","47.2","36530"
"2006-08-10 02:00","47.38","21367"
"2006-08-11 02:00","47.48","25088"
"2006-08-14 02:00","47.38","5751"
"2006-08-15 02:00","47.16","16740"
"2006-08-16 02:00","47.11","17304"
"2006-08-17 02:00","47.16","21510"
"2006-08-18 02:00","46.89","36073"
"2006-08-21 02:00","47.05","15000"
"2006-08-22 02:00","46.8","11097"
"2006-08-23 02:00","46.9","13488"
"2006-08-24 02:00","46.7","27978"
"2006-08-25 02:00","47.15","28806"
"2006-08-28 02:00","47.25","21502"
"2006-08-29 02:00","46.89","13581"
"2006-08-30 02:00","46.5","12368"
"2006-08-31 02:00","46.5","176670"
"2006-09-01 02:00","46.4","12309"
"2006-09-04 02:00","46.41","12715"
"2006-09-05 02:00","46.29","9605"
"2006-09-06 02:00","46.6","12108"
"2006-09-07 02:00","45.65","12210"
"2006-09-08 02:00","45.51","13213"
"2006-09-11 02:00","45.69","9423"
"2006-09-12 02:00","45.68","10585"
"2006-09-13 02:00","45.85","11009"
"2006-09-14 02:00","45.69","17786"
"2006-09-15 02:00","45.56","17120"
"2006-09-18 02:00","45.6","11842"
"2006-09-19 02:00","45.7","11638"
"2006-09-20 02:00","45.21","18708"
"2006-09-21 02:00","46.8","63057"
"2006-09-22 02:00","46.8","48062"
"2006-09-25 02:00","47.3","27934"
"2006-09-26 02:00","47.5","19065"
"2006-09-27 02:00","47.68","13713"
"2006-09-28 02:00","47.5","18653"
"2006-09-29 02:00","47.15","38977"
"2006-10-02 02:00","47.2","18657"
"2006-10-03 02:00","46.92","21334"
"2006-10-04 02:00","46.7","14701"
"2006-10-05 02:00","46.99","33494"
"2006-10-06 02:00","46.16","37307"
"2006-10-09 02:00","46.7","36028"
"2006-10-10 02:00","46.57","34773"
"2006-10-11 02:00","46.1","27308"
"2006-10-12 02:00","45.15","355102"
"2006-10-13 02:00","45.65","124276"
"2006-10-16 02:00","45.7","66490"
"2006-10-17 02:00","45.64","144500"
"2006-10-18 02:00","45.6","71120"
"2006-10-19 02:00","45.55","41861"
"2006-10-20 02:00","45.4","89611"
"2006-10-23 02:00","45.48","87529"
"2006-10-24 02:00","46.07","68464"
"2006-10-25 02:00","46.3","77420"
"2006-10-26 02:00","46.1","76887"
"2006-10-27 02:00","46.34","63467"
"2006-10-30 01:00","46.32","20680"
"2006-10-31 01:00","46.84","41564"
"2006-11-01 01:00","46.95","23107"
"2006-11-02 01:00","46.95","57236"
"2006-11-03 01:00","46.5","39440"
"2006-11-06 01:00","46.73","33940"
"2006-11-07 01:00","47.33","25965"
"2006-11-08 01:00","47","53591"
"2006-11-09 01:00","47.36","20286"
"2006-11-10 01:00","47.42","21343"
"2006-11-13 01:00","46.8","63830"
"2006-11-14 01:00","47.26","23187"
"2006-11-15 01:00","47.07","29865"
"2006-11-16 01:00","47.18","16080"
"2006-11-17 01:00","46.56","35165"
"2006-11-20 01:00","46.6","19836"
"2006-11-21 01:00","46.59","32954"
"2006-11-22 01:00","46.57","65254"
"2006-11-23 01:00","46.7","37135"
"2006-11-24 01:00","46.79","30944"
"2006-11-27 01:00","46.61","24574"
"2006-11-28 01:00","46.45","70578"
"2006-11-29 01:00","46.78","84106"
"2006-11-30 01:00","46.75","48625"
"2006-12-01 01:00","46.65","47294"
"2006-12-04 01:00","47.1","39933"
"2006-12-05 01:00","47.04","26659"
"2006-12-06 01:00","46.23","46576"
"2006-12-07 01:00","46.27","71197"
"2006-12-08 01:00","46.54","26358"
"2006-12-11 01:00","46.9","45055"
"2006-12-12 01:00","47.43","93533"
"2006-12-13 01:00","48","44255"
"2006-12-14 01:00","47.93","35379"
"2006-12-15 01:00","48","30338"
"2006-12-18 01:00","47.81","22894"
"2006-12-19 01:00","47.37","27819"
"2006-12-20 01:00","47.5","13518"
"2006-12-21 01:00","47","64739"
"2006-12-22 01:00","46.99","46373"
"2006-12-27 01:00","47","31862"
"2006-12-28 01:00","47","23725"
"2006-12-29 01:00","47.42","32813"
"2007-01-02 01:00","47.6","22870"
"2007-01-03 01:00","47.5","29270"
"2007-01-04 01:00","47.63","17997"
"2007-01-05 01:00","48.36","62320"
"2007-01-08 01:00","48.29","23218"
"2007-01-09 01:00","48.6","35419"
"2007-01-10 01:00","48.35","26087"
"2007-01-11 01:00","48.9","34599"
"2007-01-12 01:00","48.36","24129"
"2007-01-15 01:00","48.75","35221"
"2007-01-16 01:00","48.9","96893"
"2007-01-17 01:00","48.79","31535"
"2007-01-18 01:00","48.5","28881"
"2007-01-19 01:00","48.58","46048"
"2007-01-22 01:00","49.21","27942"
"2007-01-23 01:00","48.98","44460"
"2007-01-24 01:00","48.86","46266"
"2007-01-25 01:00","48.35","73960"
"2007-01-26 01:00","48.4","46908"
"2007-01-29 01:00","48.4","37005"
"2007-01-30 01:00","48.24","26588"
"2007-01-31 01:00","47.75","51535"
"2007-02-01 01:00","48","41908"
"2007-02-02 01:00","48.85","33095"
"2007-02-05 01:00","48.85","64396"
"2007-02-06 01:00","48.9","86704"
"2007-02-07 01:00","48.79","44986"
"2007-02-08 01:00","48.79","47644"
"2007-02-09 01:00","48.72","30105"
"2007-02-12 01:00","48","43204"
"2007-02-13 01:00","48","44862"
"2007-02-14 01:00","48.2","46076"
"2007-02-15 01:00","48","35506"
"2007-02-16 01:00","48.45","37338"
"2007-02-19 01:00","48.45","11959"
"2007-02-20 01:00","48.4","37524"
"2007-02-21 01:00","48.49","157750"
"2007-02-22 01:00","48.65","125636"
"2007-02-23 01:00","48.65","63813"
"2007-02-26 01:00","48.63","54438"
"2007-02-27 01:00","48.08","97639"
"2007-02-28 01:00","47.74","79361"
"2007-03-01 01:00","47","47663"
"2007-03-02 01:00","47.55","36623"
"2007-03-05 01:00","46.79","45397"
"2007-03-06 01:00","47.5","51440"
"2007-03-07 01:00","47.96","45703"
"2007-03-08 01:00","48.5","76554"
"2007-03-09 01:00","48.31","23023"
"2007-03-12 01:00","48.2","19032"
"2007-03-13 01:00","48.01","16807"
"2007-03-14 01:00","47.1","31526"
"2007-03-15 01:00","47.99","18937"
"2007-03-16 01:00","47.6","248033"
"2007-03-19 01:00","47.7","18542"
"2007-03-20 01:00","47.52","22847"
"2007-03-21 01:00","47.64","23721"
"2007-03-22 01:00","47.76","49989"
"2007-03-23 01:00","48.05","21586"
"2007-03-26 02:00","47.9","28835"
"2007-03-27 02:00","47.92","22102"
"2007-03-28 02:00","47.51","17191"
"2007-03-29 02:00","47.65","21706"
"2007-03-30 02:00","48.1","30104"
"2007-04-02 02:00","48.49","25333"
"2007-04-03 02:00","48.5","26209"
"2007-04-04 02:00","48.5","21524"
"2007-04-05 02:00","48.99","29027"
"2007-04-10 02:00","48.93","14102"
"2007-04-11 02:00","49","14511"
"2007-04-12 02:00","49","21508"
"2007-04-13 02:00","49","13363"
"2007-04-16 02:00","49","22735"
"2007-04-17 02:00","49.85","39587"
"2007-04-18 02:00","49.9","67796"
"2007-04-19 02:00","50.24","60043"
"2007-04-20 02:00","50.11","43729"
"2007-04-23 02:00","50.43","33952"
"2007-04-24 02:00","50.51","40346"
"2007-04-25 02:00","51","50118"
"2007-04-26 02:00","51.6","72178"
"2007-04-27 02:00","51.5","36754"
"2007-04-30 02:00","51.5","14136"
"2007-05-02 02:00","52","76927"
"2007-05-03 02:00","52.2","46894"
"2007-05-04 02:00","52.39","46309"
"2007-05-07 02:00","52.2","74479"
"2007-05-08 02:00","52","33512"
"2007-05-09 02:00","52.3","38523"
"2007-05-10 02:00","52","48754"
"2007-05-11 02:00","51.95","27702"
"2007-05-14 02:00","51.75","25932"
"2007-05-15 02:00","51.1","79972"
"2007-05-16 02:00","50.98","32870"
"2007-05-17 02:00","51.59","8672"
"2007-05-18 02:00","52.46","17435"
"2007-05-21 02:00","52.34","53459"
"2007-05-22 02:00","52.43","21252"
"2007-05-23 02:00","52.7","29436"
"2007-05-24 02:00","52.65","39171"
"2007-05-25 02:00","52.98","76765"
"2007-05-28 02:00","53.3","8077"
"2007-05-29 02:00","53.82","32956"
"2007-05-30 02:00","53","37355"
"2007-05-31 02:00","53.47","52276"
"2007-06-01 02:00","53.84","39611"
"2007-06-04 02:00","53.63","37550"
"2007-06-05 02:00","53.49","85856"
"2007-06-06 02:00","53.13","35469"
"2007-06-07 02:00","53","49062"
"2007-06-08 02:00","52.42","27948"
"2007-06-11 02:00","53.65","49111"
"2007-06-12 02:00","53.3","38748"
"2007-06-13 02:00","53.25","45438"
"2007-06-14 02:00","53.5","40689"
"2007-06-15 02:00","53.45","44452"
"2007-06-18 02:00","54.75","106887"
"2007-06-19 02:00","53.5","77443"
"2007-06-20 02:00","53.21","50607"
"2007-06-21 02:00","53.05","42877"
"2007-06-22 02:00","53.2","24319"
"2007-06-25 02:00","53.5","30032"
"2007-06-26 02:00","53.36","30849"
"2007-06-27 02:00","53.17","16100"
"2007-06-28 02:00","53.32","24905"
"2007-06-29 02:00","53.75","59635"
"2007-07-02 02:00","51.4","51451"
"2007-07-03 02:00","51.75","53648"
"2007-07-04 02:00","52.64","46815"
"2007-07-05 02:00","52.8","67821"
"2007-07-06 02:00","53","18945"
"2007-07-09 02:00","53.5","24537"
"2007-07-10 02:00","53.4","41730"
"2007-07-11 02:00","52.81","21330"
"2007-07-12 02:00","52.95","21547"
"2007-07-13 02:00","52.99","28243"
"2007-07-16 02:00","52.6","27337"
"2007-07-17 02:00","52.25","27800"
"2007-07-18 02:00","51.85","23429"
"2007-07-19 02:00","51.95","23773"
"2007-07-20 02:00","51.85","27063"
"2007-07-23 02:00","51.71","11478"
"2007-07-24 02:00","51.35","28087"
"2007-07-25 02:00","51.5","45664"
"2007-07-26 02:00","50.3","31215"
"2007-07-27 02:00","50.08","19691"
"2007-07-30 02:00","49.95","13191"
"2007-07-31 02:00","50.6","16898"
"2007-08-01 02:00","47.75","83032"
"2007-08-02 02:00","48.92","49040"
"2007-08-03 02:00","48.44","31187"
"2007-08-06 02:00","48","34359"
"2007-08-07 02:00","48.57","32212"
"2007-08-08 02:00","47.84","97140"
"2007-08-09 02:00","46.11","101948"
"2007-08-10 02:00","46.11","65232"
"2007-08-13 02:00","49.5","48194"
"2007-08-14 02:00","48.32","35022"
"2007-08-15 02:00","48.1","21901"
"2007-08-16 02:00","47.15","29828"
"2007-08-17 02:00","47.15","46998"
"2007-08-20 02:00","47.6","37486"
"2007-08-21 02:00","47.5","18621"
"2007-08-22 02:00","47.5","50533"
"2007-08-23 02:00","47.7","46091"
"2007-08-24 02:00","47.69","32556"
"2007-08-27 02:00","48.58","16383"
"2007-08-28 02:00","48.48","24211"
"2007-08-29 02:00","48.05","20046"
"2007-08-30 02:00","48.2","24800"
"2007-08-31 02:00","48.3","23921"
"2007-09-03 02:00","48.67","14918"
"2007-09-04 02:00","49.56","28493"
"2007-09-05 02:00","49.45","26317"
"2007-09-06 02:00","49.25","17526"
"2007-09-07 02:00","47.78","38247"
"2007-09-10 02:00","47.99","23826"
"2007-09-11 02:00","48.18","22549"
"2007-09-12 02:00","47.97","18962"
